"DistrictCode","prefcity","JPCode","LocName","fX","fY","iConf","iLvl"
24205,三重県桑名市,47,"三重県/桑名市","136.68353","35.06229","5","3"
24206,三重県,14,"三重県","136.50545","34.71856","3","1"
24207,三重県鈴鹿市,17,"三重県/鈴鹿市","136.58418","34.88187","5","3"
24208,三重県名張市,39,"三重県/名張市","136.10829","34.62766","5","3"
24210,三重県亀山市,10,"三重県/亀山市","136.45164","34.85575","5","3"
24215,三重県志摩市,8,"三重県/志摩市","136.82965","34.32822","5","3"
24216,三重県伊賀市,33,"三重県/伊賀市","136.12991","34.76883","5","3"
24303,三重県木曽岬町,1,"三重県/木曽岬町","136.73135","35.07596","5","0"
24324,三重県東員町,15,"三重県/東員町","136.58376","35.07412","5","0"
24341,三重県菰野町,37,"三重県/菰野町","136.50734","35.02000","5","0"
24343,三重県朝日町,2,"三重県/朝日町","136.66437","35.03422","5","0"
24344,三重県川越町,12,"三重県/川越町","136.67397","35.02295","5","0"
24382,三重県芸濃町,1,"三重県/芸濃町","136.40294","34.80469","5","0"
25201,滋賀県大津市,135,"滋賀県/大津市","135.85466","35.01836","5","3"
25202,滋賀県彦根市,52,"滋賀県/彦根市","136.25963","35.27446","5","3"
25203,滋賀県長浜市,28,"滋賀県/長浜市","136.27544","35.38145","5","3"
25206,滋賀県草津市,69,"滋賀県/草津市","135.95999","35.01312","5","3"
25207,滋賀県守山市,10,"滋賀県/守山市","135.99402","35.05866","5","3"
25208,滋賀県栗東市,17,"滋賀県/栗東市","135.99799","35.02161","5","3"
25209,滋賀県甲賀市,30,"滋賀県/甲賀市","136.16708","34.96612","5","3"
25210,滋賀県野洲市,11,"滋賀県/野洲市","136.02588","35.06747","5","3"
25211,滋賀県湖南市,12,"滋賀県/湖南市","136.08469","35.00410","5","3"
25213,滋賀県東近江市,5,"滋賀県/東近江市","136.20763","35.11260","5","3"
25321,滋賀県,3,"滋賀県","135.85466","35.01836","3","1"
25342,滋賀県,2,"滋賀県","135.85466","35.01836","3","1"
25361,滋賀県,1,"滋賀県","135.85466","35.01836","3","1"
25362,滋賀県,1,"滋賀県","135.85466","35.01836","3","1"
25364,滋賀県,7,"滋賀県","135.85466","35.01836","3","1"
25367,滋賀県,1,"滋賀県","135.85466","35.01836","3","1"
25383,滋賀県日野町,4,"滋賀県/日野町","136.24602","35.01802","5","0"
25384,滋賀県竜王町,7,"滋賀県/竜王町","136.12444","35.06075","5","0"
25425,滋賀県愛荘町,9,"滋賀県/愛知","136.26234","35.11087","4","2"
25441,滋賀県豊郷町,6,"滋賀県/豊郷町","136.22998","35.20038","5","0"
25442,滋賀県甲良町,12,"滋賀県/甲良町","136.26135","35.20422","5","0"
25464,滋賀県近江町,1,"滋賀県/近江町","136.28444","35.34137","5","0"
25481,滋賀県浅井町,7,"滋賀県/浅井町","136.28773","35.45144","5","0"
25501,滋賀県高月町,11,"滋賀県/高月町","136.23476","35.48823","5","0"
25526,滋賀県,3,"滋賀県","135.85466","35.01836","3","1"
26101,京都府京都市北区,24,"京都府/京都市/北区","135.75400","35.04097","5","4"
26102,京都府京都市上京区,90,"京都府/京都市/上京区","135.72194","35.11303","5","4"
26103,京都府京都市左京区,27,"京都府/京都市/左京区","135.77858","35.04858","5","4"
26104,京都府京都市中京区,139,"京都府/京都市/中京区","135.75143","35.01040","5","4"
26105,京都府京都市東山区,48,"京都府/京都市/東山区","135.77628","34.99708","5","4"
26106,京都府京都市下京区,228,"京都府/京都市/下京区","135.71725","35.01675","5","4"
26107,京都府京都市南区,396,"京都府/京都市/南区","135.74641","34.97676","5","4"
26108,京都府京都市右京区,144,"京都府/京都市/右京区","135.71600","35.01012","5","4"
26109,京都府京都市伏見区,167,"京都府/京都市/伏見区","135.76132","34.93555","5","4"
26110,京都府京都市山科区,59,"京都府/京都市/山科区","135.81363","34.97230","5","4"
26111,京都府京都市西京区,9,"京都府/京都市/西京区","135.69312","34.98503","5","4"
26202,京都府舞鶴市,2,"京都府/舞鶴市","135.38599","35.47480","5","3"
26203,京都府綾部市,24,"京都府/綾部市","135.25882","35.29892","5","3"
26204,京都府宇治市,25,"京都府/宇治市","135.79977","34.88440","5","3"
26206,京都府亀岡市,19,"京都府/亀岡市","135.57352","35.01347","5","3"
26207,京都府城陽市,28,"京都府/城陽市","135.78008","34.85296","5","3"
26208,京都府向日市,8,"京都府/向日市","135.69832","34.94870","5","3"
26209,京都府長岡京市,83,"京都府/長岡京市","135.69568","34.92678","5","3"
26210,京都府八幡市,22,"京都府/八幡市","135.70757","34.87553","5","3"
26211,京都府京田辺市,13,"京都府/京田辺市","135.76784","34.81444","5","3"
26212,京都府京丹後市,12,"京都府/京丹後市","135.06099","35.62417","5","3"
26322,京都府久御山町,45,"京都府/久世","135.78008","34.85296","4","2"
26344,京都府宇治田原町,18,"京都府/宇治田原町","135.85686","34.85266","5","0"
26366,京都府精華町,25,"京都府/精華町","135.78569","34.76082","5","0"
26481,京都府,4,"京都府","135.76819","35.01157","3","1"
27100,大阪府大阪市,3,"大阪府/大阪市","135.50204","34.69389","5","3"
27102,大阪府大阪市都島区,39,"大阪府/大阪市/都島区","135.52809","34.70128","5","4"
27103,大阪府大阪市福島区,188,"大阪府/大阪市/福島区","135.47223","34.69236","5","4"
27104,大阪府大阪市此花区,56,"大阪府/大阪市/此花区","135.45222","34.68304","5","4"
27106,大阪府大阪市西区,1087,"大阪府/大阪市/西区","135.48611","34.67638","5","4"
27107,大阪府大阪市港区,76,"大阪府/大阪市/港区","135.46062","34.66392","5","4"
27108,大阪府大阪市大正区,19,"大阪府/大阪市/大正区","135.47269","34.65042","5","4"
27109,大阪府大阪市天王寺区,187,"大阪府/大阪市/天王寺区","135.51936","34.65787","5","4"
27111,大阪府大阪市浪速区,261,"大阪府/大阪市/浪速区","135.49956","34.65942","5","4"
27113,大阪府大阪市西淀川区,277,"大阪府/大阪市/西淀川区","135.45621","34.71141","5","4"
27114,大阪府大阪市東淀川区,112,"大阪府/大阪市/東淀川区","135.52934","34.74131","5","4"
27115,大阪府大阪市東成区,97,"大阪府/大阪市/東成区","135.54123","34.66999","5","4"
27116,大阪府大阪市生野区,41,"大阪府/大阪市/生野区","135.53445","34.65374","5","4"
27117,大阪府大阪市旭区,42,"大阪府/大阪市/旭区","135.54414","34.72127","5","4"
27118,大阪府大阪市城東区,124,"大阪府/大阪市/城東区","135.54599","34.70201","5","4"
27119,大阪府大阪市阿倍野区,67,"大阪府/大阪市/阿倍野区","135.51849","34.63897","5","4"
27120,大阪府大阪市住吉区,8,"大阪府/大阪市/住吉区","135.50050","34.60372","5","4"
27121,大阪府大阪市東住吉区,32,"大阪府/大阪市/東住吉区","135.52661","34.62212","5","4"
27122,大阪府大阪市西成区,52,"大阪府/大阪市/西成区","135.49458","34.63506","5","4"
27123,大阪府大阪市淀川区,629,"大阪府/大阪市/淀川区","135.48674","34.72100","5","4"
27124,大阪府大阪市鶴見区,63,"大阪府/大阪市/鶴見区","135.57419","34.70457","5","4"
27125,大阪府大阪市住之江区,140,"大阪府/大阪市/住之江区","135.48271","34.60967","5","4"
27126,大阪府大阪市平野区,147,"大阪府/大阪市/平野区","135.54601","34.62116","5","4"
27127,大阪府大阪市北区,1877,"大阪府/大阪市/北区","135.49751","34.70056","5","4"
27128,大阪府大阪市中央区,3622,"大阪府/大阪市/中央区","135.50969","34.68122","5","4"
27141,大阪府堺市堺区,104,"大阪府/堺市/堺区","135.48302","34.57335","5","4"
27142,大阪府堺市中区,30,"大阪府/堺市/中区","135.49872","34.52831","5","4"
27143,大阪府堺市東区,4,"大阪府/堺市/東区","135.53647","34.53823","5","4"
27144,大阪府堺市西区,73,"大阪府/堺市/西区","135.46402","34.53506","5","4"
27145,大阪府堺市南区,6,"大阪府/堺市/南区","135.49054","34.48644","5","4"
27146,大阪府堺市北区,11,"大阪府/堺市/北区","135.51720","34.56548","5","4"
27147,大阪府堺市美原区,46,"大阪府/堺市/美原区","135.55983","34.53848","5","4"
27201,大阪府堺市,148,"大阪府/堺市","135.48302","34.57335","5","3"
27202,大阪府岸和田市,64,"大阪府/岸和田市","135.37086","34.46060","5","3"
27203,大阪府豊中市,177,"大阪府/豊中市","135.46989","34.78124","5","3"
27204,大阪府池田市,50,"大阪府/池田市","135.42856","34.82169","5","3"
27205,大阪府吹田市,245,"大阪府/吹田市","135.51680","34.75940","5","3"
27206,大阪府泉大津市,31,"大阪府/泉大津市","135.41048","34.50427","5","3"
27207,大阪府高槻市,144,"大阪府/高槻市","135.61722","34.84610","5","3"
27208,大阪府貝塚市,45,"大阪府/貝塚市","135.35843","34.43769","5","3"
27209,大阪府守口市,97,"大阪府/守口市","135.56396","34.73768","5","3"
27210,大阪府枚方市,120,"大阪府/枚方市","135.65063","34.81446","5","3"
27211,大阪府茨木市,160,"大阪府/茨木市","135.56850","34.81615","5","3"
27212,大阪府八尾市,202,"大阪府/八尾市","135.60095","34.62688","5","3"
27213,大阪府泉佐野市,33,"大阪府/泉佐野市","135.32733","34.40684","5","3"
27214,大阪府富田林市,18,"大阪府/富田林市","135.59727","34.49968","5","3"
27215,大阪府寝屋川市,53,"大阪府/寝屋川市","135.62801","34.76608","5","3"
27216,大阪府河内長野市,19,"大阪府/河内長野市","135.56412","34.45811","5","3"
27217,大阪府松原市,31,"大阪府/松原市","135.55179","34.57790","5","3"
27218,大阪府大東市,68,"大阪府/大東市","135.62347","34.71201","5","3"
27219,大阪府和泉市,28,"大阪府/和泉市","135.42363","34.48363","5","3"
27220,大阪府箕面市,64,"大阪府/箕面市","135.47038","34.82693","5","3"
27221,大阪府柏原市,33,"大阪府/柏原市","135.62865","34.57930","5","3"
27222,大阪府羽曳野市,30,"大阪府/羽曳野市","135.60623","34.55800","5","3"
27223,大阪府門真市,79,"大阪府/門真市","135.58690","34.73914","5","3"
27224,大阪府摂津市,54,"大阪府/摂津市","135.56189","34.77739","5","3"
27225,大阪府高石市,3,"大阪府/高石市","135.44240","34.52067","5","3"
27226,大阪府藤井寺市,4,"大阪府/藤井寺市","135.59747","34.57428","5","3"
27227,大阪府東大阪市,418,"大阪府/東大阪市","135.60089","34.67933","5","3"
27229,大阪府四條畷市,33,"大阪府/四條畷市","135.63972","34.74006","5","3"
27230,大阪府交野市,31,"大阪府/交野市","135.67998","34.78796","5","3"
27231,大阪府大阪狭山市,10,"大阪府/大阪狭山市","135.55576","34.50372","5","3"
27232,大阪府阪南市,2,"大阪府/阪南市","135.23965","34.35959","5","3"
27341,大阪府忠岡町,2,"大阪府/忠岡町","135.40150","34.48713","5","0"
27361,大阪府熊取町,22,"大阪府/熊取町","135.35587","34.40131","5","0"
27383,大阪府千早赤阪村,5,"大阪府/千早赤阪村","135.62253","34.46460","5","0"
27385,大阪府,18,"大阪府","135.50204","34.69389","3","1"
28101,兵庫県神戸市東灘区,128,"兵庫県/神戸市/東灘区","135.26543","34.72016","5","4"
28102,兵庫県神戸市灘区,13,"兵庫県/神戸市/灘区","135.23958","34.71236","5","4"
28105,兵庫県神戸市兵庫区,73,"兵庫県/神戸市/兵庫区","135.16539","34.68058","5","4"
28106,兵庫県神戸市長田区,46,"兵庫県/神戸市/長田区","135.15085","34.66569","5","4"
28107,兵庫県神戸市須磨区,27,"兵庫県/神戸市/須磨区","135.13370","34.65863","5","4"
28108,兵庫県神戸市垂水区,4,"兵庫県/神戸市/垂水区","135.05692","34.63061","5","4"
28110,兵庫県神戸市中央区,876,"兵庫県/神戸市/中央区","135.19780","34.69507","5","4"
28111,兵庫県神戸市西区,155,"兵庫県/神戸市/西区","134.98166","34.68325","5","4"
28201,兵庫県姫路市,277,"兵庫県/姫路市","134.68546","34.81549","5","3"
28202,兵庫県尼崎市,321,"兵庫県/尼崎市","135.40639","34.73355","5","3"
28203,兵庫県明石市,116,"兵庫県/明石市","134.99718","34.64311","5","3"
28204,兵庫県西宮市,173,"兵庫県/西宮市","135.34183","34.73769","5","3"
28205,兵庫県洲本市,1,"兵庫県/洲本市","134.89566","34.34252","5","3"
28206,兵庫県芦屋市,19,"兵庫県/芦屋市","135.30418","34.72652","5","3"
28207,兵庫県伊丹市,149,"兵庫県/伊丹市","135.40094","34.78429","5","3"
28209,兵庫県豊岡市,2,"兵庫県/豊岡市","134.82019","35.54448","5","3"
28210,兵庫県加古川市,89,"兵庫県/加古川市","134.84090","34.75662","5","3"
28212,兵庫県赤穂市,35,"兵庫県/赤穂市","134.39035","34.75497","5","3"
28213,兵庫県西脇市,29,"兵庫県/西脇市","134.96928","34.99343","5","3"
28214,兵庫県宝塚市,66,"兵庫県/宝塚市","135.36009","34.79982","5","3"
28215,兵庫県三木市,5,"兵庫県/三木市","134.99019","34.79692","5","3"
28216,兵庫県高砂市,2,"兵庫県/高砂市","134.79048","34.76625","5","3"
28218,兵庫県小野市,24,"兵庫県/小野市","134.93155","34.85318","5","3"
28219,兵庫県三田市,17,"兵庫県/三田市","135.22530","34.88967","5","3"
28220,兵庫県加西市,47,"兵庫県/加西市","134.84181","34.92781","5","3"
28221,兵庫県丹波篠山市,5,"兵庫県/丹波篠山市","135.21901","35.07567","5","3"
28223,兵庫県丹波市,12,"兵庫県/丹波市","135.03581","35.17726","5","3"
28224,兵庫県南あわじ市,3,"兵庫県/南あわじ市","134.77908","34.29581","5","3"
28225,兵庫県朝来市,3,"兵庫県/朝来市","134.85312","35.33984","5","3"
28226,兵庫県淡路市,6,"兵庫県/淡路市","134.91463","34.43985","5","3"
28227,兵庫県宍粟市,5,"兵庫県/宍粟市","134.54938","35.00444","5","3"
28229,兵庫県たつの市,21,"兵庫県/たつの市","134.54539","34.85785","5","3"
28343,兵庫県東条町,4,"兵庫県/東灘区","135.26543","34.72016","5","0"
28365,兵庫県多可町,5,"兵庫県/多可","134.92336","35.05032","5","2"
28381,兵庫県稲美町,33,"兵庫県/稲美町","134.91339","34.74863","5","0"
28382,兵庫県播磨町,18,"兵庫県/播磨町","134.86790","34.71530","5","0"
28442,兵庫県市川町,10,"兵庫県/市川町","134.76329","34.98936","5","0"
28443,兵庫県福崎町,23,"兵庫県/福崎町","134.76024","34.95032","5","0"
28444,兵庫県香寺町,2,"兵庫県/香寺町","134.74078","34.91902","5","0"
28461,兵庫県新宮町,3,"兵庫県/新宮町","134.54970","34.90890","5","0"
28464,兵庫県太子町,8,"兵庫県/太子町","134.57780","34.83347","5","0"
28521,兵庫県山崎町,3,"兵庫県/山崎町","134.56172","34.96323","5","0"
28561,兵庫県出石町,4,"兵庫県/出石町","134.84993","35.49849","5","0"
28582,兵庫県浜坂町,3,"兵庫県","135.19572","34.68950","3","1"
28645,兵庫県,2,"兵庫県","135.19572","34.68950","3","1"
29201,奈良県奈良市,8,"奈良県/奈良市","135.80499","34.68512","5","3"
29202,奈良県大和高田市,20,"奈良県/大和高田市","135.73645","34.51498","5","3"
29203,奈良県大和郡山市,50,"奈良県/大和郡山市","135.78275","34.64937","5","3"
29204,奈良県天理市,16,"奈良県/天理市","135.83737","34.59662","5","3"
29205,奈良県橿原市,12,"奈良県/橿原市","135.79276","34.50945","5","3"
29206,奈良県桜井市,16,"奈良県/桜井市","135.84323","34.51870","5","3"
29207,奈良県五條市,4,"奈良県/五條市","135.69350","34.35212","5","3"
29210,奈良県香芝市,19,"奈良県/香芝市","135.69916","34.54129","5","3"
29211,奈良県葛城市,6,"奈良県/葛城市","135.72656","34.48916","5","3"
29343,奈良県三郷町,8,"奈良県/三郷町","135.69542","34.59998","5","0"
29344,奈良県斑鳩町,1,"奈良県","135.80499","34.68512","3","1"
29361,奈良県川西町,23,"奈良県/川西町","135.77386","34.58438","5","0"
29362,奈良県三宅町,3,"奈良県/三宅町","135.77318","34.57368","5","0"
29363,奈良県田原本町,6,"奈良県/田原本町","135.79494","34.55667","5","0"
29421,奈良県,1,"奈良県","135.80499","34.68512","3","1"
29422,奈良県,2,"奈良県","135.80499","34.68512","3","1"
29424,奈良県上牧町,1,"奈良県/上牧町","135.71667","34.56272","5","0"
29426,奈良県広陵町,14,"奈良県/広陵町","135.75084","34.54274","5","0"
29427,奈良県河合町,1,"奈良県/河合町","135.73669","34.57837","5","0"
30201,和歌山県和歌山市,134,"和歌山県/和歌山市","135.17081","34.23051","5","3"
30202,和歌山県海南市,19,"和歌山県/海南市","135.20918","34.15531","5","3"
30203,和歌山県橋本市,9,"和歌山県/橋本市","135.60521","34.31488","5","3"
30205,和歌山県御坊市,13,"和歌山県/御坊市","135.15240","33.89141","5","3"
30206,和歌山県田辺市,19,"和歌山県/田辺市","135.37766","33.72801","5","3"
30342,和歌山県高野口町,10,"和歌山県/高野口町","135.56735","34.32297","5","0"
30362,和歌山県広川町,6,"和歌山県/広川町","135.17307","34.02996","5","0"
30363,和歌山県吉備町,1,"和歌山県","135.17081","34.23051","3","1"
30404,和歌山県上富田町,1,"和歌山県/上富田町","135.42880","33.69635","5","0"
30406,和歌山県すさみ町,2,"和歌山県/すさみ町","135.49667","33.55006","5","0"
30407,和歌山県串本町,3,"和歌山県","135.17081","34.23051","3","1"
31201,鳥取県鳥取市,91,"鳥取県/鳥取市","134.23509","35.50113","5","3"
31202,鳥取県米子市,3,"鳥取県/米子市","133.33093","35.42813","5","3"
31203,鳥取県倉吉市,7,"鳥取県/倉吉市","133.82556","35.43018","5","3"
31204,鳥取県境港市,11,"鳥取県/境港市","133.23160","35.53960","5","3"
31341,鳥取県,4,"鳥取県","134.23509","35.50113","3","1"
31367,鳥取県大栄町,2,"鳥取県/大栄町","133.74200","35.45742","5","0"
32201,島根県松江市,12,"島根県/松江市","133.04852","35.46804","5","3"
32206,島根県安来市,6,"島根県/安来市","133.25085","35.43145","5","3"
32207,島根県江津市,14,"島根県/江津市","132.22121","35.01115","5","3"
33101,岡山県岡山市北区,120,"岡山県/岡山市/北区","133.91957","34.65511","5","4"
33102,岡山県岡山市中区,18,"岡山県/岡山市/中区","133.94315","34.67078","5","4"
33103,岡山県岡山市東区,22,"岡山県/岡山市/東区","134.03635","34.65841","5","4"
33104,岡山県岡山市南区,31,"岡山県/岡山市/南区","133.91956","34.59977","5","4"
33201,岡山県岡山市,78,"岡山県/岡山市","133.91957","34.65511","5","3"
33202,岡山県倉敷市,172,"岡山県/倉敷市","133.77228","34.58468","5","3"
33203,岡山県津山市,10,"岡山県/津山市","134.00455","35.06912","5","3"
33204,岡山県玉野市,8,"岡山県/玉野市","133.94601","34.49198","5","3"
33205,岡山県笠岡市,47,"岡山県/笠岡市","133.50745","34.50718","5","3"
33207,岡山県井原市,89,"岡山県/井原市","133.46379","34.59771","5","3"
33208,岡山県総社市,38,"岡山県/総社市","133.74654","34.67281","5","3"
33209,岡山県高梁市,19,"岡山県/高梁市","133.61668","34.79136","5","3"
33210,岡山県新見市,13,"岡山県/新見市","133.47035","34.97706","5","3"
33211,岡山県備前市,20,"岡山県/備前市","134.18814","34.74513","5","3"
33212,岡山県瀬戸内市,2,"岡山県/瀬戸内市","134.09285","34.66489","5","3"
33213,岡山県赤磐市,9,"岡山県/赤磐市","134.01884","34.75540","5","3"
33214,岡山県真庭市,9,"岡山県/真庭市","133.75276","35.07559","5","3"
33215,岡山県美作市,3,"岡山県/美作市","134.14857","35.00859","5","3"
33216,岡山県浅口市,6,"岡山県/浅口市","133.58492","34.52784","5","3"
33345,岡山県佐伯町,8,"岡山県","133.91957","34.65511","3","1"
33346,岡山県和気町,17,"岡山県/和気","134.18814","34.74513","5","2"
33445,岡山県里庄町,11,"岡山県/里庄町","133.55688","34.51374","5","0"
33461,岡山県矢掛町,6,"岡山県/矢掛町","133.58708","34.62760","5","0"
33606,岡山県鏡野町,6,"岡山県","133.91957","34.65511","3","1"
33622,岡山県勝央町,4,"岡山県/勝央町","134.11617","35.04179","5","0"
33666,岡山県美咲町,4,"岡山県/美甘村","133.63490","35.11678","4","0"
33681,岡山県吉備中央町,9,"岡山県/吉備","133.82155","34.68669","5","2"
34101,広島県広島市中区,125,"広島県/広島市/中区","132.45499","34.38629","5","4"
34102,広島県広島市東区,17,"広島県/広島市/東区","132.48239","34.39533","5","4"
34103,広島県広島市南区,87,"広島県/広島市/南区","132.46906","34.37988","5","4"
34104,広島県広島市西区,136,"広島県/広島市/西区","132.43443","34.39397","5","4"
34105,広島県広島市安佐南区,34,"広島県/広島市/安佐南区","132.47163","34.45185","5","4"
34106,広島県広島市安佐北区,19,"広島県/広島市/安佐北区","132.50763","34.51828","5","4"
34107,広島県広島市安芸区,27,"広島県/広島市/安芸区","132.52554","34.37176","5","4"
34108,広島県広島市佐伯区,12,"広島県/広島市/佐伯区","132.36082","34.36446","5","4"
34202,広島県呉市,45,"広島県/呉市","132.56581","34.24925","5","3"
34203,広島県竹原市,22,"広島県/竹原市","132.90709","34.34179","5","3"
34204,広島県三原市,14,"広島県/三原市","133.07852","34.39747","5","3"
34205,広島県尾道市,37,"広島県/尾道市","133.20497","34.40889","5","3"
34207,広島県福山市,342,"広島県/福山市","133.36234","34.48593","5","3"
34208,広島県府中市,54,"広島県/府中市","133.23633","34.56835","5","3"
34209,広島県三次市,1,"広島県/三次市","132.85179","34.80563","5","3"
34211,広島県大竹市,21,"広島県/大竹市","132.22237","34.23795","5","3"
34212,広島県東広島市,79,"広島県/東広島市","132.74374","34.42679","5","3"
34213,広島県廿日市市,25,"広島県/廿日市市","132.33154","34.34842","5","3"
34214,広島県安芸高田市,11,"広島県/安芸高田市","132.70398","34.66610","5","3"
34302,広島県府中町,43,"広島県/府中町","132.50455","34.39259","5","0"
34304,広島県海田町,53,"広島県/海田町","132.53615","34.37216","5","0"
34307,広島県熊野町,1,"広島県/熊野町","132.58461","34.33578","5","0"
34309,広島県坂町,12,"広島県/坂町","132.51364","34.34128","5","0"
34311,広島県,4,"広島県","132.45534","34.38525","3","1"
34323,広島県大野町,1,"広島県/大野町","132.26480","34.28530","5","0"
34366,広島県,6,"広島県","132.45534","34.38525","3","1"
34382,広島県,3,"広島県","132.45534","34.38525","3","1"
34386,広島県,4,"広島県","132.45534","34.38525","3","1"
34482,広島県,21,"広島県","132.45534","34.38525","3","1"
34501,広島県神辺町,26,"広島県/神辺町","133.43062","34.56015","5","0"
34524,広島県,10,"広島県","132.45534","34.38525","3","1"
34561,広島県,2,"広島県","132.45534","34.38525","3","1"
35201,山口県下関市,35,"山口県/下関市","130.94145","33.95783","5","3"
35202,山口県宇部市,45,"山口県/宇部市","131.24677","33.95162","5","3"
35203,山口県山口市,22,"山口県/山口市","131.47351","34.17818","5","3"
35206,山口県防府市,50,"山口県/防府市","131.56262","34.05176","5","3"
35209,山口県,5,"山口県","130.94145","33.95783","3","1"
35213,山口県美祢市,15,"山口県/美祢市","131.20570","34.16667","5","3"
35215,山口県周南市,7,"山口県/周南市","131.80629","34.05513","5","3"
35216,山口県山陽小野田市,1,"山口県/山陽小野田市","131.18179","34.00309","5","3"
35321,山口県和木町,1,"山口県/和木町","132.22040","34.20241","5","0"
35325,山口県周東町,1,"山口県/周東町","132.04556","34.09689","5","0"
35343,山口県田布施町,22,"山口県/田布施町","132.04137","33.95468","5","0"
36201,徳島県徳島市,76,"徳島県/徳島市","134.55472","34.07023","5","3"
36202,徳島県鳴門市,46,"徳島県/鳴門市","134.60880","34.17259","5","3"
36203,徳島県小松島市,10,"徳島県/小松島市","134.59061","34.00471","5","3"
36204,徳島県阿南市,14,"徳島県/阿南市","134.65956","33.92176","5","3"
36205,徳島県吉野川市,4,"徳島県/吉野川市","134.35867","34.06623","5","3"
36207,徳島県美馬市,10,"徳島県/美馬市","134.16972","34.05339","5","3"
36341,徳島県石井町,11,"徳島県/石井町","134.44077","34.07470","5","0"
36402,徳島県北島町,16,"徳島県/北島町","134.54698","34.12560","5","0"
36403,徳島県藍住町,4,"徳島県/藍住町","134.49512","34.12678","5","0"
36405,徳島県上板町,2,"徳島県/上板町","134.40500","34.12136","5","0"
36461,徳島県,5,"徳島県","134.55472","34.07023","3","1"
37201,香川県高松市,184,"香川県/高松市","134.04657","34.34279","5","3"
37202,香川県丸亀市,55,"香川県/丸亀市","133.79771","34.28948","5","3"
37203,香川県坂出市,32,"香川県/坂出市","133.86050","34.31648","5","3"
37205,香川県観音寺市,18,"香川県/観音寺市","133.66159","34.12737","5","3"
37206,香川県さぬき市,18,"香川県/さぬき市","134.17198","34.32521","5","3"
37207,香川県東かがわ市,61,"香川県/東かがわ市","134.35884","34.24380","5","3"
37208,香川県三豊市,12,"香川県/三豊市","133.71521","34.18256","5","3"
37302,香川県,10,"香川県","134.04657","34.34279","3","1"
37322,香川県土庄町,11,"香川県/土庄町","134.18559","34.48599","5","0"
37341,香川県三木町,16,"香川県/三木町","134.13437","34.26836","5","0"
37382,香川県綾南町,1,"香川県/綾南町","133.90616","34.22523","5","0"
37383,香川県国分寺町,7,"香川県/国分寺町","133.94177","34.30960","5","0"
37385,香川県,1,"香川県","134.04657","34.34279","3","1"
37404,香川県多度津町,25,"香川県/多度津町","133.75357","34.27247","5","0"
37421,香川県高瀬町,6,"香川県/高瀬町","133.73978","34.14206","5","0"
37426,香川県詫間町,7,"香川県/詫間町","133.63303","34.27141","5","0"
38201,愛媛県松山市,128,"愛媛県/松山市","132.76555","33.83916","5","3"
38202,愛媛県今治市,88,"愛媛県/今治市","132.99767","34.06604","5","3"
38203,愛媛県宇和島市,14,"愛媛県/宇和島市","132.56056","33.22334","5","3"
38204,愛媛県八幡浜市,15,"愛媛県/八幡浜市","132.42334","33.46290","5","3"
38205,愛媛県新居浜市,35,"愛媛県/新居浜市","133.28339","33.96033","5","3"
38206,愛媛県西条市,5,"愛媛県/西条市","133.18118","33.91962","5","3"
38207,愛媛県大洲市,10,"愛媛県/大洲市","132.54451","33.50629","5","3"
38208,愛媛県,8,"愛媛県","132.76555","33.83916","3","1"
38209,愛媛県,7,"愛媛県","132.76555","33.83916","3","1"
38210,愛媛県伊予市,15,"愛媛県/伊予市","132.70378","33.75746","5","3"
38213,愛媛県四国中央市,64,"愛媛県/四国中央市","133.54919","33.98069","5","3"
38215,愛媛県東温市,6,"愛媛県/東温市","132.87230","33.79103","5","3"
38348,愛媛県,1,"愛媛県","132.76555","33.83916","3","1"
38352,愛媛県,5,"愛媛県","132.76555","33.83916","3","1"
38356,愛媛県上島町,2,"愛媛県/上浦町","133.03210","34.26221","4","0"
38362,愛媛県,1,"愛媛県","132.76555","33.83916","3","1"
38401,愛媛県松前町,2,"愛媛県/松前町","132.71136","33.78748","5","0"
39201,高知県高知市,43,"高知県/高知市","133.53116","33.55879","5","3"
39204,高知県南国市,15,"高知県/南国市","133.64146","33.57567","5","3"
39212,高知県香美市,11,"高知県/香美市","133.68625","33.60386","5","3"
39323,高知県土佐山田町,5,"高知県/土佐山田町","133.73241","33.62321","5","0"
39383,高知県春野町,3,"高知県/春野町","133.47903","33.51012","5","0"
40101,福岡県北九州市門司区,47,"福岡県/北九州市/門司区","130.95955","33.94124","5","4"
40103,福岡県北九州市若松区,43,"福岡県/北九州市/若松区","130.81122","33.90543","5","4"
40105,福岡県北九州市戸畑区,27,"福岡県/北九州市/戸畑区","130.82980","33.89344","5","4"
40106,福岡県北九州市小倉北区,116,"福岡県/北九州市/小倉北区","130.87337","33.88089","5","4"
40107,福岡県北九州市小倉南区,14,"福岡県/北九州市/小倉南区","130.88481","33.84652","5","4"
40108,福岡県北九州市八幡東区,25,"福岡県/北九州市/八幡東区","130.81189","33.86354","5","4"
40109,福岡県北九州市八幡西区,107,"福岡県/北九州市/八幡西区","130.76517","33.86650","5","4"
40131,福岡県福岡市東区,50,"福岡県/福岡市/東区","130.41736","33.61774","5","4"
40132,福岡県福岡市博多区,212,"福岡県/福岡市/博多区","130.41478","33.59150","5","4"
40133,福岡県福岡市中央区,146,"福岡県/福岡市/中央区","130.39282","33.58924","5","4"
