original_countryname,original_AddressAlph,original_address_id,original_group,lat,lon,formatted,name,housenumber,street,postcode,district,county_code,suburb,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
United Kingdom,"584B Finchley Rd.,Golders Green,London NW11 7RX",1105,3,51.5718055,-0.1952061,"Finchley Road, London, NW11 7NX, United Kingdom",Finchley Road,,Finchley Road,NW11 7NX,London Borough of Barnet,,Golders Green,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"59 Inglewood Ave.,Mickleover,Derby,DE3 5RU",1106,3,52.9172807,-1.5453634,"Inglewood Avenue, Derby, DE3 0RT, United Kingdom",Inglewood Avenue,,Inglewood Avenue,DE3 0RT,,DER,Mickleover,Derby,Derby,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"59 Inglewood Ave.Mickleover.Derby,DE3 5RU",1107,3,52.917505,-1.546109,"Inglewood Avenue, Derby, DE3 5RU, United Kingdom",,,Inglewood Avenue,DE3 5RU,,DBY,,Derby,Derbyshire,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"59-60 Piccadilly London,W1J 0EB",1108,3,51.5086437,-0.1382156,"Piccadilly, London, W1J 0DS, United Kingdom",Piccadilly,,Piccadilly,W1J 0DS,St. James's,,Mayfair,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th & 6th Fl.,One Lampton Rd.,Hounslow,TW3 1JB",1109,3,51.468647000000004,-0.3657178287724276,"One Lampton Road, 1 Lampton Road, London, TW3 1HA, United Kingdom",One Lampton Road,1,Lampton Road,TW3 1HA,,,Lampton,London,Greater London,England,ENG,United Kingdom,gb,0.22049999999999997,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl,The Record Hall,16-16A Baldwin's Gardens,London EC1N 7RJ",1110,3,51.5199688,-0.1098485,"Bespoke Goldsmith, 16-16a Baldwins Gardens, London, EC1N 7RJ, United Kingdom",Bespoke Goldsmith,16-16a,Baldwins Gardens,EC1N 7RJ,London Borough of Camden,,Holborn,London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,107 Cannon St.,London,EC4N 5AF",1111,3,51.5116025,-0.0896573,"Tossed, 107 Cannon Street, City of London, EC4N 5AF, United Kingdom",Tossed,107,Cannon Street,EC4N 5AF,,,Vintry,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,11 Old Jewry,London,EC2R 8DU",1112,3,51.5142317,-0.0907172,"Goodmans City, 11 Old Jewry, City of London, EC2R 8DU, United Kingdom",Goodmans City,11,Old Jewry,EC2R 8DU,,,Cheap,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,2 Honey Lane London EC2V 8BT",1113,3,51.5143709,-0.0929305,"Honey Lane, City of London, EC2V 8AF, United Kingdom",Honey Lane,,Honey Lane,EC2V 8AF,,,Cheap,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,20 Fenchurch St.,London EC3M 3BY",1114,3,51.5115724,-0.0838073,"Untitled x3, 20 Fenchurch Street, City of London, EC3M 3BY, United Kingdom",Untitled x3,20,Fenchurch Street,EC3M 3BY,,,Cornhill,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,30 City Rd.,London EC1Y 2AY",1115,3,51.52255625,-0.08744706756082879,"30 City Road, London, EC1Y 1AG, United Kingdom",,30,City Road,EC1Y 1AG,London Borough of Islington,,Finsbury,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,39 Cornhill,London EC3V 3ND",1116,3,51.513203971428574,-0.0874783,"City of London, EC3V 3ND, United Kingdom",,,,EC3V 3ND,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,5 King William St.,London EC4N 7AX",1117,3,51.5112826,-0.087128,"King William Street, City of London, EC4N 7HR, United Kingdom",King William Street,,King William Street,EC4N 7HR,,,Cornhill,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,5 King William St.,London,EC4N 7AX",1118,3,51.5112826,-0.087128,"King William Street, City of London, EC4N 7HR, United Kingdom",King William Street,,King William Street,EC4N 7HR,,,Cornhill,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,5 King William St.London EC4N 7AX",1119,3,51.516237,-0.130478,"5, London, EC4N 7AX, United Kingdom",,,5,EC4N 7AX,Westminster,,Soho,London,London,England,ENG,United Kingdom,gb,0.032805000000000015,0.45,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,50 Southwark St.,London SE1 1UN",1120,3,51.5070583,-0.1040306,"Southwark Street, London, SE1 9UF, United Kingdom",Southwark Street,,Southwark Street,SE1 9UF,London Borough of Southwark,,Southwark,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,6 Broad St.Place Blomfield St.,London EC2M 7JH",1121,3,51.51799,-0.0844,"City of London, EC2M 7JH, United Kingdom",,,,EC2M 7JH,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,6 Broad St.Place,Blomfield St.,London EC2M 7JH",1122,3,51.51799,-0.0844,"City of London, EC2M 7JH, United Kingdom",,,,EC2M 7JH,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,6 Broad St.Place,Blomfield St.,London,EC2M 7JH",1123,3,51.51799,-0.0844,"City of London, EC2M 7JH, United Kingdom",,,,EC2M 7JH,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,6 Broad Street Place,Blomfield St.,London EC2M 7JH",1124,3,51.51799,-0.0844,"City of London, EC2M 7JH, United Kingdom",,,,EC2M 7JH,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,60 Cheapside,London,EC2V 6AX",1125,3,51.5138481,-0.093172,"City of London, EC2V 6AX, United Kingdom",,,,EC2V 6AX,,,,City of London,Greater London,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,63 Queen Victoria St.,London,EC4N 4UA",1126,3,51.5121671,-0.0942146,"Sainsbury's Local, 63 Queen Victoria Street, City of London, EC4N 4UA, United Kingdom",Sainsbury's Local,63,Queen Victoria Street,EC4N 4UA,,,Vintry,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,7 Birchin Lane,London,EC3V 9BW",1127,3,51.51297,-0.08661,"City of London, EC3V 9BW, United Kingdom",,,,EC3V 9BW,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,8 Waterloo Place,London,SW1Y 4BE",1128,3,51.5078076,-0.1327613,"8 Waterloo Place, London, SW1Y 4BN, United Kingdom",,8,Waterloo Place,SW1Y 4BN,St. James's,,Covent Garden,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,Aldermary House,10-15 Queen St.,London,EC4N 1TX",1129,3,51.51297486666667,-0.09265436666666667,"City of London, EC4N 1TX, United Kingdom",,,,EC4N 1TX,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,Bow Bells House Bread St.,Cheapside London EC4M 9BQ",1130,3,51.5138641,-0.0945893,"Bread Street, City of London, EC4M 9BE, United Kingdom",Bread Street,,Bread Street,EC4M 9BE,,,Cheap,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,Bow Bells House Bread St.,London EC4M 9BQ",1131,3,51.5138641,-0.0945893,"Bread Street, City of London, EC4M 9BE, United Kingdom",Bread Street,,Bread Street,EC4M 9BE,,,Cheap,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,Bow Bells House Bread St.,London,EC4M 9BQ",1132,3,51.5138641,-0.0945893,"Bread Street, City of London, EC4M 9BE, United Kingdom",Bread Street,,Bread Street,EC4M 9BE,,,Cheap,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,Bow Bells House,Bread St.,London EC4M 9BQ",1133,3,51.5138641,-0.0945893,"Bread Street, City of London, EC4M 9BE, United Kingdom",Bread Street,,Bread Street,EC4M 9BE,,,Cheap,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,Bury House,31 Bury St.,London EC3A 5AR",1134,3,51.51405,-0.07933,"City of London, EC3A 5AR, United Kingdom",,,,EC3A 5AR,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,Bury House,31 Bury St.,London,EC3A 5AR",1135,3,51.51405,-0.07933,"City of London, EC3A 5AR, United Kingdom",,,,EC3A 5AR,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,Castlewood House,77/91 New Oxford St.,London,WC1A 1DT",1136,3,51.516647,-0.1286588,"New Oxford Street, London, WC1A 1HB, United Kingdom",New Oxford Street,,New Oxford Street,WC1A 1HB,London Borough of Camden,,Bloomsbury,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,Dauntsey House,4B Fredericks Place,London,EC2R 8AB",1137,3,51.5141839,-0.091577,"4a Frederick's Place, City of London, EC2R 8AB, United Kingdom",,4a,Frederick's Place,EC2R 8AB,,,Cheap,City of London,Greater London,England,ENG,United Kingdom,gb,0.855,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,Delta View,2309 Coventry Rd.,Sheldon,Birmingham,B26 3PG",1138,3,52.45087875,-1.7759316,"Birmingham, B26 3PG, United Kingdom",,,,B26 3PG,,,,Birmingham,West Midlands Combined Authority,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,Delta View,2309 Coventry Rd.,Sheldon,Birmingham,B26 3PL",1139,3,52.453926,-1.7904641,"Coventry Road, Birmingham, B26 3DF, United Kingdom",Coventry Road,,Coventry Road,B26 3DF,,,,Birmingham,West Midlands Combined Authority,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,Devon House 58-60 St.,Katharine's Way London,E1W 1LB",1140,3,51.5059304,-0.07110985321575411,"Devon House, 58-60 St. Katharine's Way, London, E1W 1JP, United Kingdom",Devon House,58-60,St. Katharine's Way,E1W 1JP,London Borough of Tower Hamlets,,Wapping,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,Devon House,58-60 St.Katharine's Way,London,E1W 1LB",1141,3,51.5059304,-0.07110985321575411,"Devon House, 58-60 St. Katharine's Way, London, E1W 1JP, United Kingdom",Devon House,58-60,St. Katharine's Way,E1W 1JP,London Borough of Tower Hamlets,,Wapping,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,Epworth House,25 City Rd.,London,EC1Y 1AA",1142,3,51.5230948,-0.0870557805602247,"Epworth House, 25 City Road, London, EC1Y 1AA, United Kingdom",Epworth House,25,City Road,EC1Y 1AA,London Borough of Islington,,Finsbury,London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,Kingsbury House 15-17 King St.,London,SW1Y 6QU",1143,3,51.5062229,-0.1382809,"15-17 King Street, London, SW1Y 6QY, United Kingdom",,15-17,King Street,SW1Y 6QY,St. James's,,Mayfair,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,Kingsbury House,15-17 King St.,London SW1Y 6QU",1144,3,51.5062229,-0.1382809,"15-17 King Street, London, SW1Y 6QY, United Kingdom",,15-17,King Street,SW1Y 6QY,St. James's,,Mayfair,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,Lansdowne House,57 Berkeley Sq.,London W1X 5DH",1145,3,51.508676300000005,-0.14474412933184538,"Lansdowne House, 57 Berkeley Square, London, W1J 6AB, United Kingdom",Lansdowne House,57,Berkeley Square,W1J 6AB,St. James's,,Mayfair,London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,Market Towers,1 Nine Elms Lane,London,SW8 5NQ",1146,3,51.4850273,-0.1279856520833334,"Saint George Wharf Tower, 1 Nine Elms Lane, London, SW8 2DU, United Kingdom",Saint George Wharf Tower,1,Nine Elms Lane,SW8 2DU,London Borough of Lambeth,,Nine Elms,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,Prince House,43/51 Prince St.,Bristol BS1 4PS",1147,3,51.4504866,-2.5963071,"Bristol, BS1 4PS, United Kingdom",,,,BS1 4PS,,BST,,Bristol,City of Bristol,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,Prince House,43/51 Prince St.,Bristol Bsi 4PS",1148,3,51.4499506,-2.5967268,"51 Prince Street, Bristol, BS1 4DJ, United Kingdom",,51,Prince Street,BS1 4DJ,,,Old City,Bristol,Bristol,England,ENG,United Kingdom,gb,0.63,1,1,,,
United Kingdom,"5th Fl.,River Plate House,7-11 Finsbury Circus,London,EC2M 7EA",1149,3,51.51733,-0.08594,"City of London, EC2M 7EA, United Kingdom",,,,EC2M 7EA,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,St.Alphage House 2,Fore St.,London EC2Y 5DQ",1150,3,51.5183696,-0.092361,"Fore Street, City of London, EC2Y 5DB, United Kingdom",Fore Street,,Fore Street,EC2Y 5DB,,,Barbican,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,St.Martin's Court,10 Paternoster Row,London,EC4M 7BB",1151,3,51.5146643,-0.0984702,"Paternoster Row, City of London, EC4M 7DX, United Kingdom",Paternoster Row,,Paternoster Row,EC4M 7DX,,,Cheap,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,St.Martin's Court,10 Paternoster Row,London,ECC 7BB",1152,3,51.624891,0.214944,"Paternoster Row, London, United Kingdom",,,Paternoster Row,,Havering,,Havering-atte-Bower,London,London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,Temple Bar House 23-28 Fleet St.,London,EC4Y 1AA",1153,3,51.5135918,-0.11031138218789585,"Z City Hotel, 23-28 Fleet Street, City of London, EC4Y 1AA, United Kingdom",Z City Hotel,23-28,Fleet Street,EC4Y 1AA,,,Blackfriars,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,Temple Bar House,23-28 Fleet St.,London,EC4Y 1AA",1154,3,51.5135918,-0.11031138218789585,"Z City Hotel, 23-28 Fleet Street, City of London, EC4Y 1AA, United Kingdom",Z City Hotel,23-28,Fleet Street,EC4Y 1AA,,,Blackfriars,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,Temple Court 11,Queen Victoria St.,London,EC4N 4TA",1155,3,51.5122676,-0.0940659,"Queen Victoria Street, City of London, EC4N 4UA, United Kingdom",Queen Victoria Street,,Queen Victoria Street,EC4N 4UA,,,Vintry,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.,Vintner's Place 68 Upper Thames St.London EC4V 3BJ",1156,3,51.510592,-0.095637,"58 Upper Thames Street, London, EC4V 3EH, United Kingdom",,58,Upper Thames Street,EC4V 3EH,City of London,,Cannon,London,London,England,ENG,United Kingdom,gb,0.17639999999999997,0.7,0.4666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.103 Cannon St.,London EC4N 6DB",1157,3,51.51171345,-0.08980779943830634,"All Bar One, 103 Cannon Street, City of London, EC4N 5AG, United Kingdom",All Bar One,103,Cannon Street,EC4N 5AG,City of London,,Vintry,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.Dresden House,70-72 King William St.,London EC4N 7HR",1158,3,51.5112826,-0.087128,"King William Street, City of London, EC4N 7HR, United Kingdom",King William Street,,King William Street,EC4N 7HR,,,Cornhill,City of London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.East,Lansdowne House 57 Berkeley Sq.,London,W1J 6ER",1159,3,51.508676300000005,-0.14474412933184538,"Lansdowne House, 57 Berkeley Square, London, W1J 6AB, United Kingdom",Lansdowne House,57,Berkeley Square,W1J 6AB,St. James's,,Mayfair,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.Temple Court,11 Queen Victoria St.,London EC4N 4TA",1160,3,51.5122676,-0.0940659,"Queen Victoria Street, City of London, EC4N 4UA, United Kingdom",Queen Victoria Street,,Queen Victoria Street,EC4N 4UA,,,Vintry,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.Vintners Place,68 Upper Thames St.,London,EC4V 3BJ",1161,3,51.51073,-0.0939099,"City of London, EC4V 3BJ, United Kingdom",,,,EC4V 3BJ,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.Vintners' Place,68 Upper Thames St.,London EC4V 3BJ",1162,3,51.51073,-0.0939099,"City of London, EC4V 3BJ, United Kingdom",,,,EC4V 3BJ,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.Vintners' Place,68 Upper Thames St.,London,EC4V 3BJ",1163,3,51.51073,-0.0939099,"City of London, EC4V 3BJ, United Kingdom",,,,EC4V 3BJ,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.Vintners'Place,68 Upper Thames St.,London EC4V 3BJ",1164,3,51.51073,-0.0939099,"City of London, EC4V 3BJ, United Kingdom",,,,EC4V 3BJ,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th Fl.Vintners'Place,68 Upper Thames St.,London,EC4V 3BJ",1165,3,51.51073,-0.0939099,"City of London, EC4V 3BJ, United Kingdom",,,,EC4V 3BJ,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5th-6th Fl.,Classic House,174-180 Old St.,London,EC1V 9EQ",1166,3,51.525197,-0.0900377,"Sports Bar & Grill, 174-180 Old Street, London, EC1V 9BP, United Kingdom",Sports Bar & Grill,174-180,Old Street,EC1V 9BP,London Borough of Islington,,Finsbury,London,Greater London,England,ENG,United Kingdom,gb,0.5670000000000001,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6 Beardmore Way,Clydebank Ind.Estate,Clydebank,Dunbartonshire,G81 4HT,Scotland",1167,3,55.9078025,-4.431763284383157,"6 Beardmore Way, Clydebank, G81 4GE, United Kingdom",,6,Beardmore Way,G81 4GE,,WDU,Dalmuir,Clydebank,West Dunbartonshire,Scotland,SCT,United Kingdom,gb,0.5670000000000001,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6 Braham St.,London E1 8ED",1168,3,51.513933300000005,-0.07246753636094,"Braham Street Data Centre, 6 Braham Street, London, E1 8EE, United Kingdom",Braham Street Data Centre,6,Braham Street,E1 8EE,London Borough of Tower Hamlets,,Whitechapel,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6 Broad Gate,London,EC2M 2RQ",1169,3,51.5138412,0.0404437,"Broadgate Road, London, E16 3TL, United Kingdom",Broadgate Road,,Broadgate Road,E16 3TL,London Borough of Newham,,Silvertown,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6 Broadgate,London EC2M 2AA",1170,3,51.51912,-0.083923,"3 Broadgate, London, EC2M 2QS, United Kingdom",,3,Broadgate,EC2M 2QS,City of London,,Broadgate,London,London,England,ENG,United Kingdom,gb,0.6192307692307691,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6 Broadgate,London,EC2M 2AA",1171,3,51.51912,-0.083923,"3 Broadgate, London, EC2M 2QS, United Kingdom",,3,Broadgate,EC2M 2QS,City of London,,Broadgate,London,London,England,ENG,United Kingdom,gb,0.616,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6 Broadgate,London,EC2M 2RQ",1172,3,51.51912,-0.083923,"3 Broadgate, London, EC2M 2QS, United Kingdom",,3,Broadgate,EC2M 2QS,City of London,,Broadgate,London,London,England,ENG,United Kingdom,gb,0.616,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6 Broadgate,Lonon,EC2M 2RQ",1173,3,51.6056711,-1.6368605003017744,"The Defence Academy of the United Kingdom, Northford Hill, Vale of White Horse, SN6 8EU, United Kingdom",The Defence Academy of the United Kingdom,,Northford Hill,SN6 8EU,,OXF,,Vale of White Horse,Oxfordshire,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6 Duke St.,St.James's Sq.,London,SW1Y 6BN",1174,3,51.5070311,-0.1373404,"Whitford Fine Art, 6 Duke Street St James's, London, SW1Y 6BN, United Kingdom",Whitford Fine Art,6,Duke Street St James's,SW1Y 6BN,St. James's,,Mayfair,London,Greater London,England,ENG,United Kingdom,gb,0.81,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6 Hawtin Park,Blackwood,Gwent,NP12 2EU",1175,3,51.654368149999996,-3.2114068592377816,"Hawtin Park Industrial Estate, Maesycwmmer, NP12 2EU, United Kingdom",Hawtin Park Industrial Estate,,,NP12 2EU,,,Hawtin Park Industrial Estate,Maesycwmmer,Caerphilly County Borough,Wales,WLS,United Kingdom,gb,0.225,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6 Hawtin Park,Gellihaf Pontllanfraith,Blackwood,NP12 2EU",1176,3,51.654368149999996,-3.2114068592377816,"Hawtin Park Industrial Estate, Maesycwmmer, NP12 2EU, United Kingdom",Hawtin Park Industrial Estate,,,NP12 2EU,,,Hawtin Park Industrial Estate,Maesycwmmer,Caerphilly County Borough,Wales,WLS,United Kingdom,gb,0.225,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6 Lloyd's Ave.,London EC3N 3AX",1177,3,51.5118606,-0.0780174,"Unbolted, 6, Lloyd's Avenue, City of London, EC3N 3AX, United Kingdom",Unbolted,"6,",Lloyd's Avenue,EC3N 3AX,,,Aldgate,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6 Maple Grove Business Centere,Lawrence Rd.Hounslow,Heathrow,Middlesex TW4 6DK",1178,3,52.899123,-1.304388,"6 Maple Grove, Breaston, DE72 3BN, United Kingdom",,6,Maple Grove,DE72 3BN,Drakelow,DBY,,Breaston,Derbyshire,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
