original_countryname,original_AddressAlph,original_address_id,original_group,lat,lon,formatted,name,housenumber,street,postcode,district,suburb,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
United Kingdom,"107 Cheapside,London EC2V 6DQ",148,1,51.51428305,-0.09400996700697226,"itsu, 107 Cheapside, City of London, EC2V 6DN, United Kingdom",itsu,107,Cheapside,EC2V 6DN,City of London,Cheap,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"107 Cheapside,London,EC2V 6DT",149,1,51.51428305,-0.09400996700697226,"itsu, 107 Cheapside, City of London, EC2V 6DN, United Kingdom",itsu,107,Cheapside,EC2V 6DN,,Cheap,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"109 Whitby Rd.,Slough Berks.,SL1 3DR",150,1,51.5182378,-0.6067749,"Whitby Road, Slough, SL1 3DQ, United Kingdom",Whitby Road,,Whitby Road,SL1 3DQ,,,Slough,,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10th Fl.,3 Hardman St.,Manchester M3 3HF",151,1,53.4797873,-2.2514631,"The Alchemist, 3 Hardman Street, Manchester, M3 3HF, United Kingdom",The Alchemist,3,Hardman Street,M3 3HF,Spinningfields,City Centre,Manchester,Greater Manchester,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10th Fl.,City Point Tower,1 Ropemaker St.,London,EC2Y 9HT",152,1,51.5189972,-0.0897507,"The Refinery, 1 Ropemaker Street, City of London, EC2Y 9AW, United Kingdom",The Refinery,1,Ropemaker Street,EC2Y 9AW,,Barbican,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10th Fl.,Woolgate House 17-30 Basinghall St.,London EC2R 5AT",153,1,51.5168802,-0.0898638,"Basinghall Avenue, City of London, EC2R 5AR, United Kingdom",Basinghall Avenue,,Basinghall Avenue,EC2R 5AR,,Barbican,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"11 Ducie St.,Piccadilly Basin Manchester,M1 2JB",154,1,53.4797907,-2.2305788,"Building Design Partnership, 11 Ducie Street, Manchester, M1 2JB, United Kingdom",Building Design Partnership,11,Ducie Street,M1 2JB,Piccadilly,City Centre,Manchester,Greater Manchester,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"11 Ducie St.,Piccadilly Basin Manchester,M60 3JA",155,1,53.48736,-2.22721,"Manchester, M60 3JA, United Kingdom",,,,M60 3JA,,,Manchester,Greater Manchester,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"11 Grosvenor Gardens,London SW1",156,1,51.465777599999996,-0.25682818962884535,"11 Grosvenor Gardens, London, SW14 8BY, United Kingdom",,11,Grosvenor Gardens,SW14 8BY,London Borough of Richmond upon Thames,East Sheen,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"11 Kettles Wood Dr.,Woodgate Business Park,Birmingham,B32 3DB",157,1,52.4415153,-1.9997435,"Kettles Wood Drive, Birmingham, B32 3DB, United Kingdom",Kettles Wood Drive,,Kettles Wood Drive,B32 3DB,,Woodgate Business Park,Birmingham,West Midlands Combined Authority,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"11 Kettles Wood Drive,Woodgate Business Park,Birmingham B32 3DB",158,1,52.4415153,-1.9997435,"Kettles Wood Drive, Birmingham, B32 3DB, United Kingdom",Kettles Wood Drive,,Kettles Wood Drive,B32 3DB,,Woodgate Business Park,Birmingham,West Midlands Combined Authority,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"11 Manresa Rd.,London,SW3 6NB",159,1,51.4869389,-0.1720078206092011,"11 Manresa Road, London, SW3 6LR, United Kingdom",,11,Manresa Road,SW3 6LR,Royal Borough of Kensington and Chelsea,Chelsea,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"11 Old Jewry,London,EC2R 8DU",160,1,51.5142317,-0.0907172,"Goodmans City, 11 Old Jewry, City of London, EC2R 8DU, United Kingdom",Goodmans City,11,Old Jewry,EC2R 8DU,,Cheap,City of London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"11 Park Circus,Glasgow G3 6AX",161,1,55.86992345,-4.27885893554021,"11 Park Circus, Glasgow, G3 6AX, United Kingdom",,11,Park Circus,G3 6AX,,Park District,Glasgow,Glasgow City,GLG,Scotland,SCT,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"11 St.Joseph's Trading Estate,St.Joseph's Close,Hove,East Sussex,BN3 7EZ",162,1,50.835589,-0.198554,"Portland Road Trading Estate, Brighton and Hove, BN3 7EZ, United Kingdom",,,Portland Road Trading Estate,BN3 7EZ,,,Brighton and Hove,East Sussex,ESX,England,ENG,United Kingdom,gb,0.7290000000000001,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"11 Staple Inn,London WC1V 7QH",163,1,51.5174294,-0.1112815,"Staple Inn, City of London, WC1V 7QH, United Kingdom",Staple Inn,,Staple Inn,WC1V 7QH,,Blackfriars,City of London,Greater London,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"11 the Blvd.,Crawleg,West Sussex KH10 1UX",164,1,51.1163627,-0.1886007,"11 The Boulevard, Crawley, RH10 1XX, United Kingdom",,11,The Boulevard,RH10 1XX,,,Crawley,West Sussex,WSX,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"11 the Blvd.,Crawley,West Sussex RH10 1UX",165,1,51.1165287,-0.183471,"The Boulevard, Crawley, RH10 1UZ, United Kingdom",The Boulevard,,The Boulevard,RH10 1UZ,,,Crawley,West Sussex,WSX,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"11 The Blvd.,Crawley,West Sussex RH10 1UX",166,1,51.1165287,-0.183471,"The Boulevard, Crawley, RH10 1UZ, United Kingdom",The Boulevard,,The Boulevard,RH10 1UZ,,,Crawley,West Sussex,WSX,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"11,Waterloo Place,London,SW1Y 4AU",167,1,51.5077099,-0.1333018,"11 Waterloo Place, London, SW1Y 4NR, United Kingdom",,11,Waterloo Place,SW1Y 4NR,St. James's,Covent Garden,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"11,Waterloo Place,London,SWIY 4AU",168,1,51.50771,-0.133302,"11 Waterloo Place, London, SW1Y 4NR, United Kingdom",,11,Waterloo Place,SW1Y 4NR,Westminster,St. James's,London,London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"11/12 Hanover St.,London W1R 9HF",169,1,51.5137074,-0.1424784,"11-12 Hanover Street, London, W1S 1YH, United Kingdom",,11-12,Hanover Street,W1S 1YH,,Mayfair,City of Westminster,Greater London,,England,ENG,United Kingdom,gb,0.2187,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"110 Boston House,Grove Technology Park,Wantage Oxon,OX12 9FF",170,1,51.5878072,-1.4249258,"Wantage (Vale of White Horse), ENG, United Kingdom",,,,,,,Vale of White Horse,Oxfordshire,OXF,England,ENG,United Kingdom,gb,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"110 Cannon St.,London",171,1,51.510877,-0.087859,"110 Cannon Street, London, EC4N 6EU, United Kingdom",,110,Cannon Street,EC4N 6EU,City of London,Monument,London,London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"110 Euston Rd.,London NW1 2DQ",172,1,51.5288526,-0.1281323,"Shaw Theatre, 100-110 Euston Road, London, NW1 2AJ, United Kingdom",Shaw Theatre,100-110,Euston Road,NW1 2AJ,London Borough of Camden,Somers Town,London,Greater London,,England,ENG,United Kingdom,gb,0.567,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"110 Fulbourn Rd.,Cambridge CB1 9NJ",173,1,52.181853000000004,0.17891722755461742,"Arm1, 110 Fulbourn Road, Cambridge, CB1 9NJ, United Kingdom",Arm1,110,Fulbourn Road,CB1 9NJ,,Cherry Hinton,Cambridge,Cambridgeshire,CAM,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,110 St.Martin's Lane London WC2N 4PJ,174,1,51.5102204,-0.1269146,"St. Martin's Lane, London, WC2N 4BF, United Kingdom",St. Martin's Lane,,St. Martin's Lane,WC2N 4BF,Seven Dials,Covent Garden,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"110 Strand,London WC2,",175,1,51.5075788,-0.1271605,"Strand, London, WC2N 5EJ, United Kingdom",Strand,,Strand,WC2N 5EJ,Seven Dials,Covent Garden,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"111 Totteridge Lane,London N20 8DZ",176,1,51.630707,-0.18708316143828746,"111 Totteridge Lane, London, N20 8TL, United Kingdom",,111,Totteridge Lane,N20 8TL,London Borough of Barnet,Whetstone,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"111 Totteridge Lane,London N208DZ London",177,1,51.630707,-0.18708316143828746,"111 Totteridge Lane, London, N20 8TL, United Kingdom",,111,Totteridge Lane,N20 8TL,London Borough of Barnet,Whetstone,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"111-113 Waldegrare Rd.,Teddington,Middlesex,TW11 8LL",178,1,51.4324225,-0.35034272605495165,"111 Fulwell Road, London, TW11 0RJ, United Kingdom",,111,Fulwell Road,TW11 0RJ,Richmond upon Thames,Hampton Hill,London,Greater London,,England,ENG,United Kingdom,gb,0.08819999999999999,0.7,0.13999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"111-113,Waldegrare Rd.,Teddington-Middlesex TW11 8LL",179,1,51.4324225,-0.35034272605495165,"111 Fulwell Road, London, TW11 0RJ, United Kingdom",,111,Fulwell Road,TW11 0RJ,Richmond upon Thames,Hampton Hill,London,Greater London,,England,ENG,United Kingdom,gb,0.08819999999999999,0.7,0.13999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,112 High Holborn London WC1V 6JS,180,1,51.5177884,-0.119722,"McDonald's, 112 High Holborn, London, WC1V 6JS, United Kingdom",McDonald's,112,High Holborn,WC1V 6JS,London Borough of Camden,Holborn,London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"112 High Holborn,London WC1V 6JS",181,1,51.5177884,-0.119722,"McDonald's, 112 High Holborn, London, WC1V 6JS, United Kingdom",McDonald's,112,High Holborn,WC1V 6JS,London Borough of Camden,Holborn,London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"113 Brighton Rd.,Croydon,Surrey CR2 6EE",182,1,51.3224576,-0.1357909,"H&B Hairdressers, 111-113 Brighton Road, London, CR5 2NG, United Kingdom",H&B Hairdressers,111-113,Brighton Road,CR5 2NG,Croydon,Coulsdon North,London,Greater London,,England,ENG,United Kingdom,gb,0.0729,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"113 Brighton Rd.,South Croydon,Surrey CR2 6EE",183,1,51.3224576,-0.1357909,"H&B Hairdressers, 111-113 Brighton Road, London, CR5 2NG, United Kingdom",H&B Hairdressers,111-113,Brighton Road,CR5 2NG,Croydon,Coulsdon North,London,Greater London,,England,ENG,United Kingdom,gb,0.0729,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"113 Brighton Rd.,South Croydon,Surrey,CR2 6EE",184,1,51.3224576,-0.1357909,"H&B Hairdressers, 111-113 Brighton Road, London, CR5 2NG, United Kingdom",H&B Hairdressers,111-113,Brighton Road,CR5 2NG,Croydon,Coulsdon North,London,Greater London,,England,ENG,United Kingdom,gb,0.0729,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,113 Burcott Rd.Avonmouth Bristol.BS118AP,185,1,51.4642334,-2.5857647817607288,"113 City Road, Bristol, BS2 8UL, United Kingdom",,113,City Road,BS2 8UL,Stokes Croft,St Paul's,Bristol,City of Bristol,BST,England,ENG,United Kingdom,gb,0.22504229999999997,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,115 Shaf Tesbury Avenue London WC2H 8AD,186,1,51.514993,-0.092813,"City of London, London, WC2H 8AD, United Kingdom",City of London,,,WC2H 8AD,City of London,,London,London,,England,ENG,United Kingdom,gb,0.25,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"115 Shattesbury Ave.,London WC2H 8AD",187,1,51.5136288,-0.1290502974448306,"115 Shaftesbury Avenue, London, WC2H 8DP, United Kingdom",,115,Shaftesbury Avenue,WC2H 8DP,London Borough of Camden,Bloomsbury,London,Greater London,,England,ENG,United Kingdom,gb,0.5154545454545454,1,0.8181818181818181,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,116 Burcott Rd.Avonmouth Bristol BS11 8AP,188,1,51.5198352,-2.6872935,"Bristol, BS11 8AP, United Kingdom",,,,BS11 8AP,,,Bristol,City of Bristol,BST,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"116 Burcott Rd.Avonmouth Bristol,BS11 8AP",189,1,51.5198352,-2.6872935,"Bristol, BS11 8AP, United Kingdom",,,,BS11 8AP,,,Bristol,City of Bristol,BST,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,116 Burcott Rd.Avonmouth Bristol.BS11 8AP,190,1,52.663642,-1.580326,United Kingdom,United Kingdom,,,,,,,,,,,United Kingdom,gb,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,118 Piccadilly Mayfair London W1J 7NW,191,1,51.5044212,-0.1478277,"118 Piccadilly, London, W1J 7NN, United Kingdom",,118,Piccadilly,W1J 7NN,,Mayfair,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"118 Piccadilly Mayfair London,W1J 7NW",192,1,51.5044212,-0.1478277,"118 Piccadilly, London, W1J 7NN, United Kingdom",,118,Piccadilly,W1J 7NN,,Mayfair,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"1180 Strand,London,WC2R 1ZR",193,1,51.5097269,-0.1231649,"Strand, London, WC2R 0PT, United Kingdom",Strand,,Strand,WC2R 0PT,St Clement Danes,Covent Garden,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"11st Joseph's Trading Estate,St.Joseph's Close,Hove,East Sussex BN3 7EZ",194,1,50.837738,-0.181161,"St Josephs Close, Brighton and Hove, BN3 7EZ, United Kingdom",,,St Josephs Close,BN3 7EZ,,,Brighton and Hove,East Sussex,ESX,England,ENG,United Kingdom,gb,0.405,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"11st.Joseph's trading estate,St.Joseph's Close,Hove,East Sussex BN3 7EZ",195,1,50.837738,-0.181161,"St Josephs Close, Brighton and Hove, BN3 7EZ, United Kingdom",,,St Josephs Close,BN3 7EZ,,,Brighton and Hove,East Sussex,ESX,England,ENG,United Kingdom,gb,0.405,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"11th Fl.,3 Noble St.,London EC2V 7EE",196,1,51.5170366,-0.0953306,"3 Noble Street, City of London, EC2V 7EE, United Kingdom",,3,Noble Street,EC2V 7EE,,Cheap,City of London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"11th Fl.,Bucklersbury House 83 Cannon St.,London EC4N 8EL",197,1,51.5110734,-0.0874997,"Cannon Street, City of London, EC4N 5AJ, United Kingdom",Cannon Street,,Cannon Street,EC4N 5AJ,,Cornhill,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"11th Fl.,C.I.Tower,St.,Georges Sq.New Malden,Surrey KT3 1LD",198,1,51.828563,-0.816593,"Fall Close, Aylesbury, HP19 9XR, United Kingdom",,,Fall Close,HP19 9XR,Aylesbury Civil Parish,Quarrendon,Aylesbury,Buckinghamshire,BKM,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"11th Fl.,C.I.Tower,St.,Georges Square New Malden,Surrey KT3 1LD",199,1,51.4034588,-0.2565095,"Bar Malden, 1-3 St George's Square, London, KT3 4HG, United Kingdom",Bar Malden,1-3,St George's Square,KT3 4HG,Royal Borough of Kingston upon Thames,New Malden,London,Greater London,,England,ENG,United Kingdom,gb,0.24499999999999997,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"11th Fl.,Tower 42,25 Old Broad St.,London,EC2N 1HQ",200,1,51.5150588,-0.0843613,"Sweetie Plus, 25 Old Broad Street, City of London, EC2N 1HQ, United Kingdom",Sweetie Plus,25,Old Broad Street,EC2N 1HQ,,Cornhill,City of London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"11th Fl.,Two Snow Hill,Birmingham,B4 6WR",201,1,52.48405975,-1.8988599448794934,"Two Snowhill, Snow Hill Queensway, Birmingham, B4 6GA, United Kingdom",Two Snowhill,,Snow Hill Queensway,B4 6GA,,Digbeth,Birmingham,West Midlands Combined Authority,,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"12 Berkeley St.,London W1X 5AD",202,1,51.508231,-0.142888,"12 Berkeley Street, London, W1J 8DR, United Kingdom",,12,Berkeley Street,W1J 8DR,Westminster,Mayfair,London,London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"12 Copthall Ave.,London EC2R 7DH",203,1,51.516143,-0.0878038,"12 Copthall Avenue, City of London, EC2R 7NH, United Kingdom",,12,Copthall Avenue,EC2R 7NH,City of London,Cornhill,City of London,London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,,,
United Kingdom,"12 Cyowther Rd.,POB 34 Washington Tyne & Wear NE37 1QJ",204,1,50.8200359,-0.1225806,"12, 12B College Road, Brighton, BN2 1JB, United Kingdom",,"12, 12B",College Road,BN2 1JB,,Kemptown,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.225,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,12 Erca Rd.Stacey Bushes Milton Keynes MK12 6HS,205,1,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"12 Erica Rd.,Stacey Bushes Milton Keynes,MK12 6HS",206,1,52.0503866,-0.7984493,"12 Erica Road, Milton Keynes, MK12 6HS, United Kingdom",,12,Erica Road,MK12 6HS,Wolverton and Greenleys,Stacey Bushes,Milton Keynes,Buckinghamshire,BKM,England,ENG,United Kingdom,gb,0.9,1,1,,,
United Kingdom,"12 Erica Rd.,Stacey Bushes,Milton Keynes MK12 6HS",207,1,52.0503866,-0.7984493,"12 Erica Road, Milton Keynes, MK12 6HS, United Kingdom",,12,Erica Road,MK12 6HS,Wolverton and Greenleys,Stacey Bushes,Milton Keynes,Buckinghamshire,BKM,England,ENG,United Kingdom,gb,0.9,1,1,,,
United Kingdom,"12 Plumtree Court London,EC4A 4HT",208,1,51.5169338,-0.1052591,"Plumtree Court, City of London, EC4A 3BL, United Kingdom",Plumtree Court,,Plumtree Court,EC4A 3BL,West Smithfield,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"12 Plumtree Court,London EC4A 4HT",209,1,51.5169338,-0.1052591,"Plumtree Court, City of London, EC4A 3BL, United Kingdom",Plumtree Court,,Plumtree Court,EC4A 3BL,West Smithfield,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"12 Plumtree Court,London,EC4A 4HT",210,1,51.5169338,-0.1052591,"Plumtree Court, City of London, EC4A 3BL, United Kingdom",Plumtree Court,,Plumtree Court,EC4A 3BL,West Smithfield,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"12 Priestley Way,London NW2 7BA",211,1,51.5717013,-0.2349902,"Priestley Way, London, NW2 7AN, United Kingdom",Priestley Way,,Priestley Way,NW2 7AN,London Borough of Brent,Dollis Hill,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"12 Riverside,Dogflud Way,Farnham,GU9 7UG",212,1,51.2177236,-0.7934802,"Dogflud Way, Waverley, GU9 7TU, United Kingdom",Dogflud Way,,Dogflud Way,GU9 7TU,Fairfield,,Waverley,Surrey,SRY,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"12 St Joseph's Trading Estate,St Joseph's Close,Hove,East Sussex,BN3 7EZ",213,1,50.847862,-0.142797,"Brighton and Hove, BN3 7EZ, United Kingdom",,,,BN3 7EZ,,,Brighton and Hove,East Sussex,ESX,England,ENG,United Kingdom,gb,0.2025,0.81,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"12 St.Joseph's Trading Estate,St.Joseph's Close,Hove,East Sussex,BN3 7EZ",214,1,50.835589,-0.198554,"Portland Road Trading Estate, Brighton and Hove, BN3 7EZ, United Kingdom",,,Portland Road Trading Estate,BN3 7EZ,,,Brighton and Hove,East Sussex,ESX,England,ENG,United Kingdom,gb,0.7290000000000001,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"12-15 Coopers Court,Newport Pagnell,Buckinghamshire MK16 8JS",215,1,52.0867755,-0.7248093,"Coopers Court, Newport Pagnell, MK16 8JS, United Kingdom",Coopers Court,,Coopers Court,MK16 8JS,,Green Park,Newport Pagnell,City of Milton Keynes,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"12-15 Finsbury Circus,London EC2M 7BT",216,1,51.5180861,-0.08809,"Finsbury Circus, City of London, EC2M 6UR, United Kingdom",Finsbury Circus,,Finsbury Circus,EC2M 6UR,,Barbican,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"12/15 Finsbury Circus,London",217,1,51.5180861,-0.08809,"Finsbury Circus, City of London, EC2M 6UR, United Kingdom",Finsbury Circus,,Finsbury Circus,EC2M 6UR,,Barbican,City of London,Greater London,,England,ENG,United Kingdom,gb,0.405,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,120 Moorgate London EC2 6SS,218,1,51.5187199,-0.0877584,"Starbucks, 120 Moorgate, City of London, EC2M 6AB, United Kingdom",Starbucks,120,Moorgate,EC2M 6AB,,Barbican,City of London,Greater London,,England,ENG,United Kingdom,gb,0.36450000000000005,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,120 Moorgate London EC2M 6 SS,219,1,51.5189162,-0.0872342,"Sartoria, 120 Moorgate, City of London, EC2M 6XB, United Kingdom",Sartoria,120,Moorgate,EC2M 6XB,London Borough of Islington,Barbican,City of London,Greater London,,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,120 Moorgate London EC2M 6SS,220,1,51.5187199,-0.0877584,"Starbucks, 120 Moorgate, City of London, EC2M 6AB, United Kingdom",Starbucks,120,Moorgate,EC2M 6AB,,Barbican,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"120 Moorgate,London EC2M 6SS",221,1,51.5187199,-0.0877584,"Starbucks, 120 Moorgate, City of London, EC2M 6AB, United Kingdom",Starbucks,120,Moorgate,EC2M 6AB,,Barbican,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"120 Moorgate,London EC2M 6UR",222,1,51.5187199,-0.0877584,"Starbucks, 120 Moorgate, City of London, EC2M 6AB, United Kingdom",Starbucks,120,Moorgate,EC2M 6AB,,Barbican,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
